Domain Code,Domain,Recipient Country Code (M49),Recipient Country,Donor Code (M49),Donor,Element Code,Element,Item Code,Item,Purpose Code,Purpose,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"EA","Development Flows to Agriculture","818","Egypt","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","13409.42402","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","222","El Salvador","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","541.690082","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","222","El Salvador","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","2160.867723","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","222","El Salvador","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","605.582048","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","222","El Salvador","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1500.629392","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","226","Equatorial Guinea","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","16.768549","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","226","Equatorial Guinea","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","17.359669","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","226","Equatorial Guinea","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","22.632722","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","226","Equatorial Guinea","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","17.754856","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","232","Eritrea","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","99.202413","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","232","Eritrea","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","53.612162","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","232","Eritrea","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","134.3655","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","232","Eritrea","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","67.719361","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","748","Eswatini","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","81.781425","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","748","Eswatini","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","416.578069","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","748","Eswatini","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","110.908865","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","748","Eswatini","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","300.465664","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","231","Ethiopia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","4849.788016","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","231","Ethiopia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","7035.09339","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","231","Ethiopia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","3271.19174","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","231","Ethiopia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","5708.018028","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","242","Fiji","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","120.369814","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","242","Fiji","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","643.656468","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","242","Fiji","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","128.754852","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","242","Fiji","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","608.215453","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","266","Gabon","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","470.780246","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","266","Gabon","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","101.477259","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","266","Gabon","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","174.394845","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","266","Gabon","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","293.581723","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","270","Gambia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","298.852474","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","270","Gambia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","381.370093","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","270","Gambia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","152.658962","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","270","Gambia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","397.215851","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","268","Georgia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","1305.37929","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","268","Georgia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","2051.077368","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","268","Georgia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","905.774416","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","268","Georgia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1626.943714","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","288","Ghana","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","2231.54504","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","288","Ghana","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","2897.381015","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","288","Ghana","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","1995.245885","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","288","Ghana","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1631.660131","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","308","Grenada","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","34.79992","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","308","Grenada","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","66.288911","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","308","Grenada","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","6.47675","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","308","Grenada","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","41.561352","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","320","Guatemala","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","909.19821","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","320","Guatemala","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1427.895746","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","320","Guatemala","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","578.776587","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","320","Guatemala","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1267.819663","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","324","Guinea","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","605.456348","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","324","Guinea","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","683.228897","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","324","Guinea","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","778.666008","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","324","Guinea","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","618.151574","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","624","Guinea-Bissau","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","65.14307","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","624","Guinea-Bissau","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","344.053519","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","624","Guinea-Bissau","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","80.545108","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","624","Guinea-Bissau","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","167.539196","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","328","Guyana","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","128.317622","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","328","Guyana","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","639.139207","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","328","Guyana","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","123.479161","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","328","Guyana","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","253.187642","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","332","Haiti","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","1530.876477","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","332","Haiti","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1214.047152","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","332","Haiti","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","1282.134756","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","332","Haiti","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","970.460657","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","340","Honduras","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","670.324227","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","340","Honduras","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1487.689776","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","340","Honduras","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","614.467601","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","340","Honduras","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1376.770514","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","356","India","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","11149.38379","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","356","India","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","17643.62509","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","356","India","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","6592.360674","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","356","India","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","15353.09483","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","360","Indonesia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","8605.490396","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","360","Indonesia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","7906.647075","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","360","Indonesia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","5417.600517","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","360","Indonesia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","7849.554987","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","364","Iran (Islamic Republic of)","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","737.482966","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","364","Iran (Islamic Republic of)","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","272.979845","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","364","Iran (Islamic Republic of)","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","302.120923","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","364","Iran (Islamic Republic of)","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","415.039755","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","368","Iraq","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","1921.705022","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","368","Iraq","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1920.077449","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","368","Iraq","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","1341.705043","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","368","Iraq","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","2119.901396","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","388","Jamaica","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","113.336559","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","388","Jamaica","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","218.291085","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","388","Jamaica","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","196.595225","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","388","Jamaica","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","275.144262","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","400","Jordan","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","2990.853412","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","400","Jordan","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","3687.329067","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","400","Jordan","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","1818.241908","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","400","Jordan","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","3054.119009","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","398","Kazakhstan","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","1759.186951","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","398","Kazakhstan","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","658.876185","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","398","Kazakhstan","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","1203.934918","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","398","Kazakhstan","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1276.3787","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","404","Kenya","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","5464.396602","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","404","Kenya","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","4627.881017","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","404","Kenya","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","3336.927626","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","404","Kenya","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","4195.373173","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","296","Kiribati","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","69.936641","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","296","Kiribati","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","139.080417","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","296","Kiribati","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","67.197724","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","296","Kiribati","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","92.668207","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","417","Kyrgyzstan","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","457.875816","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","417","Kyrgyzstan","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1111.812267","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","417","Kyrgyzstan","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","474.155129","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","417","Kyrgyzstan","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1002.111056","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","418","Lao People's Democratic Republic","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","611.293468","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","418","Lao People's Democratic Republic","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","902.470365","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","418","Lao People's Democratic Republic","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","473.347443","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","418","Lao People's Democratic Republic","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","669.358568","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","422","Lebanon","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","810.087544","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","422","Lebanon","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1885.065197","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","422","Lebanon","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","979.41956","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","422","Lebanon","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1730.234053","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","426","Lesotho","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","183.622276","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","426","Lesotho","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","274.457455","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","426","Lesotho","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","322.258534","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","426","Lesotho","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","194.27118","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","430","Liberia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","798.475885","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","430","Liberia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","725.932529","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","430","Liberia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","602.552528","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","430","Liberia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","576.556917","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","434","Libya","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","241.982143","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","434","Libya","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","227.660565","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","434","Libya","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","143.982867","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","434","Libya","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","264.336884","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","450","Madagascar","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","715.804126","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","450","Madagascar","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","2231.020754","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","450","Madagascar","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","414.435272","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","450","Madagascar","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1109.807387","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","454","Malawi","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","1737.212193","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","454","Malawi","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1724.147192","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","454","Malawi","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","1204.643671","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","454","Malawi","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1560.273916","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","458","Malaysia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","100.875402","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","458","Malaysia","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","100.666193","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","458","Malaysia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","308.545696","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","458","Malaysia","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","141.504072","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","462","Maldives","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","47.025008","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","462","Maldives","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","780.682696","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","462","Maldives","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","76.305642","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","462","Maldives","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","571.507137","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","466","Mali","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","747.734843","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","466","Mali","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","1375.463091","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","466","Mali","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","1055.335752","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","466","Mali","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","1496.787564","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","584","Marshall Islands","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","109.320681","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","584","Marshall Islands","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","336.069256","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","584","Marshall Islands","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","86.070946","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","584","Marshall Islands","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","294.731475","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","478","Mauritania","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2012","2012","million USD","712.306093","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","478","Mauritania","F702","All Donors","6110","Value US$","22040","Commitment","10000","All CRS purposes","2022","2022","million USD","821.793961","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","478","Mauritania","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2012","2012","million USD","649.734923","X","Figure from international organizations",""
"EA","Development Flows to Agriculture","478","Mauritania","F702","All Donors","6110","Value US$","22050","Disbursement","10000","All CRS purposes","2022","2022","million USD","655.412967","X","Figure from international organizations",""
